443,45,57
443,48,59
443,45,56
443,43,54
443,49,63
443,48,55
443,49,60
443,44,54
443,21,23
443,49,66
443,47,55
443,48,58
443,44,52
443,42,50
443,40,51
443,45,53
443,47,58
443,49,57
443,47,63
443,48,58
443,49,62
443,43,53
443,22,27
443,12,12
443,48,65
443,27,30
443,45,56
443,19,25
443,47,54
443,47,57
443,49,59
443,48,57
443,44,54
443,23,29
443,22,27
443,46,56
443,43,52
443,43,58
443,50,64
443,45,56
443,42,56
443,21,27
443,21,26
443,49,59
443,25,28
443,24,28
443,45,54
443,47,55
443,4,1
443,29,54
443,22,30
443,27,30
443,40,51
443,45,56
443,48,58
443,46,54
443,49,63
443,48,65
443,43,53
443,49,56
443,47,57
443,47,59
443,46,59
443,22,29
443,46,57
443,45,57
443,48,58
443,31,52
443,41,55
443,50,59
443,47,66
443,46,57
443,49,59
443,48,65
443,51,61
443,48,57
443,48,57
443,44,50
443,47,55
443,21,29
443,49,59
443,48,60
443,46,54
443,47,58
443,25,29
443,50,59
443,47,55
443,48,56
443,48,59
443,47,66
443,50,66
443,44,53
443,41,53
443,44,56
443,39,49
443,50,60
443,46,60
443,2,0
465,17,23
465,2,0
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
80,1,1
443,18,18
123,1,1
123,1,1
443,2,0
137,13,0
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
443,5,1
443,2,0
80,1,2
443,1,3
80,1,2
443,1,3
80,1,2
80,1,2
443,1,3
443,1,3
80,1,1
443,2,0
443,2,0
443,2,0
443,2,0
80,1,1
80,1,1
80,1,1
465,17,24
465,2,0
443,7,2
443,5,1
443,3,1
443,5,1
443,5,1
443,1,1
443,3,1
123,1,1
123,1,1
80,18,15
443,23,23
443,23,21
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
443,2,1
443,3,1
443,2,1
443,2,1
123,2,2
53,2,2
389,22,13
3268,22,13
443,15,11
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,3,3
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,3,3
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,2,2
53,1,1
53,2,2
53,1,1
53,2,2
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,2,2
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,3,3
53,1,1
53,1,1
53,2,2
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,3,3
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,2,2
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
53,1,1
443,5,2
443,6,5
80,3,1
80,3,1
80,8,9
80,17,20
80,2,0
443,5,2
443,11,10
443,2,0
443,15,14
443,2,0
443,5,2
443,5,1
443,12,12
80,5,3
443,21,17
443,38,40
443,20,18
443,22,20
443,9,6
443,1611,1935
443,19,19
443,70,94
443,11,7
443,11,8
443,11,6
443,48,58
443,22,19
443,29,25
443,26,22
443,26,21
443,19,17
443,22,18
443,6,4
443,15,12
443,12,14
443,17,17
443,7,7
443,8,5
443,2,0
443,8,5
443,9,8
443,14,12
443,9,8
443,21,19
443,22,19
443,24,19
443,9,5
443,10,7
443,124,178
443,12,7
443,10,7
443,9,4
443,18,17
443,24,25
443,8,6
443,12,8
443,15,12
443,11,9
443,2,0
443,4,0
443,5,2
443,12,12
443,11,9
443,13,13
443,15,16
443,11,12
80,44,60
443,11,10
443,2,0
443,12,11
443,2,0
80,3,4
80,2,0
80,3,4
80,2,0
80,3,3
80,3,4
80,3,4
80,2,0
80,2,0
80,2,0
80,3,4
80,2,0
80,3,4
80,2,0
80,3,4
80,2,0
80,3,4
80,2,0
443,11,13
443,2,0
443,6,7
443,2,0
443,20,18
443,7,8
443,2,0
443,6,7
443,2,0
443,6,7
443,3,0
443,21,18
443,23,17
443,3,1
443,10,12
443,3,0
443,9,8
443,9,8
443,9,7
443,22,20
443,33,36
443,24,24
443,28,29
443,34,35
443,25,23
443,29,29
443,23,21
443,23,21
443,20,21
53,4,2
53,2,2
53,2,2
53,4,4
53,2,2
53,4,2
53,4,2
53,2,2
53,4,4
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,4
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,4
53,4,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,4
53,4,2
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,4
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,4,4
53,4,2
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,4
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,4
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,6,4
53,2,2
53,2,2
53,4,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,4
53,4,4
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,4,4
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,6,4
53,4,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,2
53,4,2
53,4,4
53,4,2
53,2,2
53,4,2
53,4,4
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,4,2
53,4,4
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,4,4
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,6,6
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,4
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,4
53,4,4
53,2,2
53,2,2
53,2,2
53,4,4
53,4,4
53,2,2
53,4,2
53,2,2
53,2,2
53,4,4
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,4
53,4,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,4
53,2,2
53,4,2
53,4,2
53,2,2
53,4,4
53,2,2
53,2,2
53,4,4
53,4,4
53,4,2
53,4,4
53,4,2
53,2,2
53,2,2
53,4,4
53,4,4
53,2,2
53,2,2
53,4,4
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,4,2
53,4,4
53,4,4
53,2,2
53,4,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,4
53,2,2
53,4,4
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,4
53,2,2
53,4,2
53,4,2
53,4,2
53,4,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,4
53,2,2
53,4,2
53,2,2
53,2,2
53,4,4
53,4,2
445,27,22
53,2,2
53,2,2
53,2,2
443,46,58
443,8,7
443,2,0
443,8,8
443,2,0
443,10,9
443,2,0
443,7,9
443,3,0
443,6,8
443,8,7
443,3,0
443,22,27
443,8,8
443,24,20
443,10,10
443,2,0
443,8,9
443,3,0
443,3,0
443,9,10
443,9,12
443,2,0
443,8,7
443,6,6
443,2,0
443,2,0
443,12,9
443,2,0
443,5,2
443,9,10
443,10,8
443,2,0
443,8,5
80,5,3
443,22,18
443,14,12
443,8,4
443,21,17
80,3,1
80,3,1
80,5,3
80,3,1
80,5,3
80,7,7
80,12,9
80,3,1
80,3,1
80,2,0
443,22,20
80,3,1
80,3,1
80,5,6
80,6,6
80,2,0
80,2,0
80,24,21
80,3,1
80,3,1
80,9,9
80,11,11
80,3,1
80,14,13
80,14,14
80,15,15
80,3,1
80,3,1
80,3,1
80,9,9
80,17,16
80,17,16
80,3,1
80,3,1
80,3,1
80,14,13
80,2,0
443,8,6
443,15,18
443,3,4
443,3,1
443,23,19
443,15,13
443,9,7
443,15,14
443,19,16
443,22,18
443,20,17
443,16,14
443,10,7
443,15,14
443,15,11
443,18,15
443,15,13
443,8,5
443,21,17
443,13,15
443,10,11
443,9,7
80,3,5
80,3,5
80,2,0
80,2,0
80,3,1
80,3,4
80,2,0
80,4,4
80,2,0
80,2,0
80,3,4
80,3,4
80,3,5
80,3,5
80,2,0
80,2,0
80,3,1
80,3,0
80,3,5
80,2,0
443,12,9
443,54,69
443,3,0
443,20,15
443,7,4
443,14,13
443,11,12
443,11,12
443,10,9
443,9,9
443,41,49
443,16,15
443,9,7
443,13,12
443,22,19
80,5,3
80,16,14
80,16,14
443,13,13
443,5,1
443,23,25
443,21,26
443,29,37
443,28,35
443,11,9
443,11,9
443,18,21
443,11,9
443,11,8
443,16,13
443,14,13
443,18,17
443,14,13
443,14,13
443,15,14
443,15,13
443,8,6
443,14,13
443,17,15
443,10,8
443,11,10
443,2,0
443,15,16
443,7,10
443,9,10
443,7,11
443,10,13
443,7,4
443,1,1
443,2,0
443,2,1
443,2,0
443,2,0
443,9,10
443,11,9
443,7,4
443,7,4
443,7,4
443,2,0
443,2,0
443,9,9
443,2,0
443,15,16
443,14,18
443,18,24
443,14,15
443,18,23
443,18,22
443,50,64
443,2,0
443,2,0
443,2,0
443,2,0
443,2,0
443,16,16
443,3,3
443,3,0
80,20,14
80,3,1
80,18,15
80,18,15
443,9,6
443,22,19
443,15,16
443,14,14
443,7,6
443,8,6
443,8,5
443,8,5
443,3,0
443,3,0
443,9,12
443,3,0
443,8,10
443,3,0
443,8,10
443,9,7
443,3,0
443,7,8
443,3,0
443,9,8
443,2,0
443,14,13
443,9,10
443,3,0
443,8,9
443,8,10
443,8,10
443,8,10
443,1,1
443,1,1
443,1,1
443,1,1
443,8,8
443,12,14
443,2,0
443,2,0
443,10,11
443,4,6
443,2,0
443,2,0
443,11,13
443,8,6
443,2,0
443,8,6
443,8,9
443,2,0
443,8,10
443,2,0
443,16,17
443,28,34
443,12,10
443,18,16
443,1,2
443,11,9
443,11,9
443,8,6
443,14,16
443,11,11
443,7,6
443,2,0
123,1,1
38044,3,0
50038,1,1
38044,1,2
38354,1,2
38364,1,2
137,2,0
443,9,11
443,1,1
443,9,10
443,1,1
80,2,0
443,5,1
443,5,2
443,1,3
443,5,1
443,5,1
443,5,1
8080,3,3
443,7,2
80,2,1
443,7,7
443,9,4
443,7,2
443,7,2
443,7,2
443,7,2
443,8,9
443,7,2
443,9,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
465,16,23
465,3,0
443,12,12
443,12,12
80,1,1
443,2,0
443,2,0
443,225,310
80,3,2
443,6,6
80,3,2
80,3,2
443,5,1
55213,2,0
55262,2,0
55263,2,0
55263,1,1
55178,2,0
55178,2,0
56501,2,0
9241,2,1
41956,29,23
41976,29,24
41978,51,43
42006,56,43
42026,49,40
42092,30,25
42106,50,40
42152,54,43
42156,10,6
42222,51,40
42228,3,1
42292,29,25
42318,17,13
42338,32,26
42360,3,1
42364,53,41
42394,50,41
42392,29,23
8877,2,0
8877,2,0
54838,2,0
55100,1,1
55276,1,1
35837,1,1
53523,4,3
55190,1,1
47882,1,1
44362,1,1
8845,1,1
8914,3,1
55098,2,0
55136,1,1
55183,1,1
55194,1,1
55191,1,1
55135,1,1
55256,1,1
55255,1,1
55283,1,1
55281,1,1
55023,2,0
55024,1,1
55029,2,0
55065,2,0
55064,1,1
55059,1,1
55091,2,0
55084,1,1
55090,1,1
42170,3,0
57762,3,0
57764,3,2
8873,2,0
55095,2,0
53264,1,1
55179,2,0
55177,2,0
55092,2,0
55092,2,0
8503,1,1
55020,1,1
55229,1,1
55015,1,1
55215,3,0
48136,1,1
48134,1,1
51170,1,1
51180,1,1
51206,1,1
55088,2,0
55089,2,0
55067,1,1
55068,1,1
55097,2,1
55192,1,1
38602,1,1
8699,2,0
8843,1,1
55204,1,1
8696,2,0
55382,1,1
8747,2,0
54836,3,0
8730,2,0
55120,1,1
55124,1,1
55148,1,1
55126,1,1
43774,1,1
8910,1,1
38877,1,1
40740,1,1
55259,2,0
55142,3,1
55062,2,0
55134,2,0
55139,2,0
55133,2,0
55139,2,0
55131,1,1
8820,1,1
8821,1,1
55061,2,0
55061,2,0
55184,2,0
55185,2,0
55188,2,0
55187,2,0
55132,2,0
55193,2,0
55233,2,0
55231,2,0
55231,2,0
8669,2,0
55025,1,1
55060,1,1
55081,1,1
55099,1,1
55273,1,1
55093,1,1
8683,2,0
48160,1,1
48158,1,1
8840,2,0
8681,2,1
42302,3,1
8703,3,0
8672,2,0
57763,1,1
46117,2,0
52888,1,1
40990,2,1
40990,1,2
57796,2,1
57798,2,0
57839,3,0
57840,3,0
57840,1,1
37380,2,0
57746,3,0
45056,2,1
45054,2,1
45052,2,1
43596,1,1
57701,1,1
57700,1,1
46336,1,1
55788,2,0
55788,1,3
43674,1,1
56268,3,1
43278,2,1
43326,3,1
43322,3,1
43315,2,0
43327,2,0
43100,2,0
43112,2,0
43106,2,0
60018,2,0
34314,1,1
48660,2,0
46702,2,0
54192,1,1
54194,1,1
53210,1,1
55288,3,1
56594,1,1
57860,2,0
57870,2,0
57753,2,0
55228,2,0
55218,2,0
55230,2,0
59403,2,1
8818,2,0
57844,5,1
57841,4,1
57845,5,1
57843,4,1
57842,4,1
38920,1,1
56556,2,1
33224,2,0
60506,1,1
54903,2,0
54923,2,0
8781,2,0
8788,2,0
57755,2,0
57760,1,1
57114,5,2
57738,1,1
57858,1,1
57859,1,1
35206,1,1
32826,1,1
8738,2,0
8673,2,0
38900,1,1
8682,2,0
57733,1,1
8719,2,0
8719,2,0
8712,2,0
60966,2,1
8680,2,0
57851,1,1
57850,1,1
57849,1,1
49272,1,1
49310,1,1
8733,2,0
48086,1,1
36809,3,0
36808,3,0
48316,2,0
48316,1,1
42172,2,0
38082,2,0
8907,2,0
53,2,2
53,2,2
53,2,2
53,2,2
443,12,13
465,17,23
465,2,0
443,9,7
443,49,71
443,8,6
443,8,6
443,6,4
443,6,4
443,29,35
443,27,32
443,25,29
443,22,19
443,6,4
443,29,36
443,9,6
443,9,5
443,10,7
443,16,15
443,220,325
80,17,23
80,2,0
443,8,11
443,2,0
443,22,23
443,8,10
443,9,10
443,2,0
443,2,0
443,2,0
443,14,17
443,13,15
443,7,8
443,7,10
443,49,51
443,3,1
443,3,0
443,3,0
443,27,29
443,13,11
443,53,66
443,21,26
443,4,1
443,4,1
443,4,1
443,4,1
443,4,1
443,12,12
443,13,12
443,9,8
443,31,41
80,3,1
80,20,17
80,3,1
80,3,1
80,3,1
80,16,14
80,1,1
443,11,8
443,26,34
443,103,161
443,28,35
443,11,9
443,10,9
443,14,12
443,22,21
80,3,4
80,3,3
80,2,0
80,3,4
80,2,0
80,2,0
80,3,4
80,3,3
80,3,3
80,2,0
80,3,4
80,2,0
80,2,0
80,2,0
80,2,0
80,3,4
80,3,4
80,2,0
80,3,3
80,3,3
80,2,0
80,2,0
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,2,2
53,4,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,2
53,4,2
53,2,2
53,4,4
53,4,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,4,4
53,4,4
53,4,4
53,4,2
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,4,4
53,2,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,4
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,4,2
53,4,2
53,4,2
53,4,4
53,2,2
53,4,2
53,2,2
53,4,4
53,4,4
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,4
53,4,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,4,2
53,4,4
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,2,2
53,4,2
53,4,2
53,2,2
53,2,2
53,2,2
443,8,5
443,18,18
443,9,7
443,10,8
443,9,7
443,10,8
443,10,7
443,10,8
443,10,8
443,9,8
443,10,7
443,10,8
80,7,8
443,8,7
443,9,6
443,8,5
443,8,7
80,15,17
443,390,582
443,49,65
443,10,6
443,97,141
80,9,13
80,4,6
80,4,2
80,4,2
80,4,2
80,2,0
80,2,0
80,2,0
80,2,0
443,7,10
443,7,9
443,2,0
443,7,10
443,2,0
443,2,0
443,9,8
443,9,7
443,1,1
443,8,10
443,2,0
8080,3,3
443,32,38
443,8,4
443,22,20
80,6,6
80,7,7
80,3,1
80,3,1
80,6,6
80,6,6
80,6,7
80,6,6
80,7,7
80,7,7
80,3,1
80,3,1
80,6,6
80,6,6
80,2,0
80,2,0
80,2,0
80,2,0
80,2,0
80,2,0
80,2,0
80,2,0
80,2,0
80,2,0
443,8,9
443,8,10
443,9,10
443,2,0
443,2,0
443,3,0
443,14,13
443,9,4
443,9,9
443,8,5
443,9,5
443,7,8
443,10,9
443,1,3
443,2,0
443,2,0
443,2,0
443,9,4
443,9,8
443,2,0
80,3,4
80,2,0
80,3,1
443,8,6
443,8,6
443,8,6
443,28,31
443,15,13
443,13,12
443,21,19
443,21,21
443,26,27
443,13,12
443,14,12
443,9,7
443,17,18
443,11,9
443,12,12
443,9,5
443,6,6
443,2,0
443,8,7
443,2,0
443,8,5
443,8,4
443,8,5
443,17,18
443,27,34
443,26,34
443,26,34
443,7,8
443,2,0
443,7,8
443,1,1
443,1,1
443,1,1
443,2,0
443,6,4
443,6,7
443,2,0
80,18,15
80,19,16
80,19,16
80,3,1
80,16,14
80,18,15
443,9,10
443,8,6
443,8,6
443,8,5
443,8,5
443,14,17
443,14,16
443,15,17
53,2,2
53,2,2
8080,3,3
465,16,23
465,3,0
80,3,1
80,3,1
80,9,9
80,9,9
80,1,1
80,1,1
443,12,10
443,2,0
443,25,22
443,9,6
443,21,19
443,10,7
443,26,23
443,2,0
80,2,1
443,23,20
443,10,7
443,19,16
80,4,5
80,1,1
443,13,8
443,15,13
443,3,0
443,3,1
443,2,0
80,16,14
443,2,0
443,2,0
443,22,19
80,3,1
80,3,1
443,17,13
443,23,19
80,13,13
80,13,13
80,17,15
80,17,16
80,17,15
80,19,18
443,18,14
443,11,11
443,3,1
443,15,14
443,10,10
443,43,49
443,27,21
80,20,16
443,58,92
443,12,7
443,16,12
443,13,9
